# 2026-09-21 arXiv 收割清单：37 组查询 369 条 + 定点 75 条（并集 388 条）。group 为报告 §3 的摘要分组；「仅收割未摘要」= 命中查询但与主题弱相关或未进正文。
group	published	arxiv_id	title
— 仅收割未摘要	2022-05-20	2205.10019	Translating Hanja Historical Documents to Contemporary Korean and English
— 仅收割未摘要	2022-06-21	2206.10329	SVG Vector Font Generation for Chinese Characters with Transformer
— 仅收割未摘要	2022-06-28	2206.13778	CC-Riddle: A Question Answering Dataset of Chinese Character Riddles
— 仅收割未摘要	2022-07-29	2207.14807	PageNet: Towards End-to-End Weakly Supervised Page-Level Handwritten Chinese Text Recognition
— 仅收割未摘要	2022-07-29	2207.14801	Recognition of Handwritten Chinese Text by Segmentation: A Segment-annotation-free Approach
— 仅收割未摘要	2022-08-26	2208.12505	AiM: Taking Answers in Mind to Correct Chinese Cloze Tests in Educational Applications
— 仅收割未摘要	2022-10-11	2210.05112	HUE: Pretrained Model and Dataset for Understanding Hanja Documents of Ancient Korea
— 仅收割未摘要	2022-10-12	2210.06301	FontTransformer: Few-shot High-resolution Chinese Glyph Image Synthesis via Stacked Transformers
— 仅收割未摘要	2022-10-28	2210.15879	Complex Handwriting Trajectory Recovery: Evaluation Metrics and Algorithm
— 仅收割未摘要	2022-11-03	2211.02136	Logographic Information Aids Learning Better Representations for Natural Language Inference
— 仅收割未摘要	2022-11-03	2211.01638	Joint Chinese Word Segmentation and Span-based Constituency Parsing
— 仅收割未摘要	2022-11-11	2211.06198	StrokeGAN+: Few-Shot Semi-Supervised Chinese Font Generation with Stroke Encoding
— 仅收割未摘要	2022-11-23	2211.12781	Breaking the Representation Bottleneck of Chinese Characters: Neural Machine Translation with Stroke Sequence Modeling
— 仅收割未摘要	2022-11-26	2211.14475	SGCE-Font: Skeleton Guided Channel Expansion for Chinese Font Generation
— 仅收割未摘要	2022-12-06	2212.02886	GAS-NeXt: Few-Shot Cross-Lingual Font Generator
— 仅收割未摘要	2022-12-09	2212.08105	Moto: Enhancing Embedding with Multiple Joint Factors for Chinese Text Classification
— 仅收割未摘要	2022-12-12	2212.05895	Diff-Font: Diffusion Model for Robust One-Shot Font Generation
— 仅收割未摘要	2022-12-19	2212.09297	Transferring General Multimodal Pretrained Models to Text Recognition
— 仅收割未摘要	2023-01-30	2301.13082	PaCaNet: A Study on CycleGAN with Transfer Learning for Diversifying Fused Chinese Painting and Calligraphy
— 仅收割未摘要	2023-03-13	2303.07012	AGTGAN: Unpaired Image Translation for Photographic Ancient Character Generation
— 仅收割未摘要	2023-03-25	2303.14585	DeepVecFont-v2: Exploiting Transformers to Synthesize Vector Fonts with Higher Quality
— 仅收割未摘要	2023-03-27	2303.15266	Multi-Granularity Archaeological Dating of Chinese Bronze Dings Based on a Knowledge-Guided Relation Graph
— 仅收割未摘要	2023-03-31	2303.17870	GlyphDraw: Seamlessly Rendering Text with Intricate Spatial Structures in Text-to-Image Generation
— 仅收割未摘要	2023-04-05	2304.02493	Distance maps between Japanese kanji characters based on hierarchical optimal transport
— 仅收割未摘要	2023-05-08	2305.04719	Learning to Generate Poetic Chinese Landscape Painting with Calligraphy
— 仅收割未摘要	2023-05-09	2305.05602	Collaborative Chinese Text Recognition with Personalized Federated Learning
— 仅收割未摘要	2023-05-23	2305.14150	WYWEB: A NLP Evaluation Benchmark For Classical Chinese
— 仅收割未摘要	2023-05-30	2305.19124	Calliffusion: Chinese Calligraphy Generation and Style Transfer with Diffusion Modeling
— 仅收割未摘要	2023-06-06	2306.03954	Recognition of Handwritten Japanese Characters Using Ensemble of Convolutional Neural Networks
— 仅收割未摘要	2023-07-10	2307.04285	HistRED: A Historical Document-Level Relation Extraction Dataset
— 仅收割未摘要	2023-08-08	2308.04016	Hierarchical Visual Primitive Experts for Compositional Zero-Shot Learning
— 仅收割未摘要	2023-08-27	2308.14018	VQ-Font: Few-Shot Font Generation with Structure-Aware Enhancement and Quantization
— 仅收割未摘要	2023-09-03	2309.01081	Orientation-Independent Chinese Text Recognition in Scene Images
— 仅收割未摘要	2023-09-12	2309.06142	Towards Reliable Domain Generalization: A New Dataset and Evaluations
— 仅收割未摘要	2023-10-26	2310.17138	A Classifier Using Global Character Level and Local Sub-unit Level Features for Hindi Online Handwritten Character Recognition
— 仅收割未摘要	2023-11-23	2311.13770	Archiving Body Movements: Collective Generation of Chinese Calligraphy
— 仅收割未摘要	2023-12-03	2312.01536	CalliPaint: Chinese Calligraphy Inpainting with Diffusion Model
— 仅收割未摘要	2023-12-15	2312.09673	Style Generation in Robot Calligraphy with Deep Generative Adversarial Networks
— 仅收割未摘要	2023-12-16	2312.10314	DeepCalliFont: Few-shot Chinese Calligraphy Font Synthesis by Integrating Dual-modality Generative Models
— 仅收割未摘要	2023-12-16	2312.10372	When Graph Data Meets Multimodal: A New Paradigm for Graph Understanding and Reasoning
— 仅收割未摘要	2023-12-21	2312.13631	Diff-Oracle: Deciphering Oracle Bone Scripts with Controllable Diffusion Model
— 仅收割未摘要	2023-12-23	2312.15304	Exploring the Capabilities of ChatGPT in Ancient Chinese Translation and Person Name Recognition
— 仅收割未摘要	2023-12-25	2312.16251	MetaScript: Few-Shot Handwritten Chinese Content Generation via Generative Adversarial Networks
— 仅收割未摘要	2024-01-23	2401.12467	An open dataset for the evolution of oracle bone characters: EVOBC
— 仅收割未摘要	2024-01-26	2401.14688	Taiyi-Diffusion-XL: Advancing Bilingual Text-to-Image Generation with Large Vision-Language Model Support
— 仅收割未摘要	2024-01-27	2401.15365	An open dataset for oracle bone script recognition and decipherment
— 仅收割未摘要	2024-01-30	2401.17098	Deep Learning-Driven Approach for Handwritten Chinese Character Classification
— 仅收割未摘要	2024-02-19	2402.12465	Neuro-mimetic Task-free Unsupervised Online Learning with Continual Self-Organizing Maps
— 仅收割未摘要	2024-03-01	2403.00509	Surveying the Dead Minds: Historical-Psychological Text Analysis with Contextualized Construct Representation (CCR) for Classical Chinese
— 仅收割未摘要	2024-03-11	2403.06453	FontCLIP: A Semantic Typography Visual-Language Model for Multilingual Font Applications
— 仅收割未摘要	2024-03-22	2403.15088	CHisIEC: An Information Extraction Corpus for Ancient Chinese History
— 仅收割未摘要	2024-04-26	2404.17199	Few-shot Calligraphy Style Learning
— 仅收割未摘要	2024-05-28	2405.17732	C$^{3}$Bench: A Comprehensive Classical Chinese Understanding Benchmark for Large Language Models
— 仅收割未摘要	2024-06-02	2406.00684	Deciphering Oracle Bone Language with Diffusion Models
— 仅收割未摘要	2024-06-10	2406.06122	W-Net: One-Shot Arbitrary-Style Chinese Character Generation with Deep Neural Networks
— 仅收割未摘要	2024-06-10	2406.06847	Generalized W-Net: Arbitrary-style Chinese Character Synthesization
— 仅收割未摘要	2024-06-19	2407.09518	Research on fusing topological data analysis with convolutional neural network
— 仅收割未摘要	2024-07-04	2407.03900	Oracle Bone Inscriptions Multi-modal Dataset
— 仅收割未摘要	2024-08-19	2408.09945	Large Language Models for Classical Chinese Poetry Translation: Benchmarking, Evaluating, and Improving
— 仅收割未摘要	2024-08-20	2408.10623	TextMastero: Mastering High-Quality Scene Text Editing in Diverse Languages and Styles
— 仅收割未摘要	2024-08-20	2408.10955	Multichannel Attention Networks with Ensembled Transfer Learning to Recognize Bangla Handwritten Charecter
— 仅收割未摘要	2024-08-29	2408.16900	Legacy Learning Strategy Based on Few-Shot Font Generation Models for Automatic Text Design in Metaverse Content
— 仅收割未摘要	2024-09-02	2409.01011	Multi-Modal Multi-Granularity Tokenizer for Chu Bamboo Slip Scripts
— 仅收割未摘要	2024-10-03	2410.02309	Decoupling Layout from Glyph in Online Chinese Handwriting Generation
— 仅收割未摘要	2024-10-03	2410.03787	CalliffusionV2: Personalized Natural Calligraphy Generation with Flexible Multi-modal Control
— 仅收割未摘要	2024-10-06	2410.04439	Empowering Backbone Models for Visual Text Generation with Input Granularity Control and Glyph-Aware Training
— 仅收割未摘要	2024-10-07	2410.05261	TextHawk2: A Large Vision-Language Model Excels in Bilingual OCR and Grounding with 16x Fewer Tokens
— 仅收割未摘要	2024-10-09	2410.06488	HFH-Font: Few-shot Chinese Font Synthesis with Higher Quality, Faster Speed, and Higher Resolution
— 仅收割未摘要	2024-10-10	2410.07618	Moyun: A Diffusion-Based Model for Style-Specific Chinese Calligraphy Generation
— 仅收割未摘要	2024-10-16	2410.12379	Stylistic Multi-Task Analysis of Ukiyo-e Woodblock Prints
— 仅收割未摘要	2024-11-08	2411.05524	Alignment of 3D woodblock geometrical models and 2D orthographic projection image
— 仅收割未摘要	2024-11-26	2411.17837	OracleSage: Towards Unified Visual-Linguistic Understanding of Oracle Bone Scripts through Cross-Modal Knowledge Fusion
— 仅收割未摘要	2024-12-15	2412.11342	One-Shot Multilingual Font Generation Via ViT
— 仅收割未摘要	2024-12-15	2412.11026	SceneLLM: Implicit Language Reasoning in LLM for Dynamic Scene Graph Generation
— 仅收割未摘要	2024-12-17	2412.12683	ShiftedBronzes: Benchmarking and Analysis of Domain Fine-Grained Classification in Open-World Settings
— 仅收割未摘要	2024-12-23	2412.17225	CharGen: High Accurate Character-Level Visual Text Generation Model with MultiModal Encoder
— 仅收割未摘要	2025-01-13	2501.08352	A Preliminary Survey of Semantic Descriptive Model for Images
— 仅收割未摘要	2025-01-31	2501.19347	An All-digital 8.6-nJ/Frame 65-nm Tsetlin Machine Image Classification Accelerator
— 仅收割未摘要	2025-02-19	2502.20411	Backpropagation-free Spiking Neural Networks with the Forward-Forward Algorithm
— 仅收割未摘要	2025-02-27	2502.20119	Sketch & Paint: Stroke-by-Stroke Evolution of Visual Artworks
— 仅收割未摘要	2025-03-10	2503.07703	Seedream 2.0: A Native Chinese-English Bilingual Image Generation Foundation Model
— 仅收割未摘要	2025-03-20	2503.15837	Fùxì: A Benchmark for Evaluating Language Models on Ancient Chinese Text Understanding and Generation
— 仅收割未摘要	2025-03-25	2503.19844	A Comparative Analysis of Word Segmentation, Part-of-Speech Tagging, and Named Entity Recognition for Historical Chinese Sources, 1900-1950
— 仅收割未摘要	2025-04-18	2504.13524	OBIFormer: A Fast Attentive Denoising Framework for Oracle Bone Inscriptions
— 仅收割未摘要	2025-04-29	2504.20609	WenyanGPT: A Large Language Model for Classical Chinese Tasks
— 仅收割未摘要	2025-04-30	2504.21325	Text-Conditioned Diffusion Model for High-Fidelity Korean Font Generation
— 仅收割未摘要	2025-05-05	2505.02983	Logits-Constrained Framework with RoBERTa for Ancient Chinese NER
— 仅收割未摘要	2025-05-06	2505.03329	FLUX-Text: A Simple and Advanced Diffusion Transformer Baseline for Scene Text Editing
— 仅收割未摘要	2025-05-08	2505.04915	GlyphMastero: A Glyph Encoder for High-Fidelity Scene Text Editing
— 仅收割未摘要	2025-05-10	2505.06543	HDGlyph: A Hierarchical Disentangled Glyph-Based Framework for Long-Tail Text Rendering in Diffusion Models
— 仅收割未摘要	2025-05-16	2505.10921	Towards Cross-modal Retrieval in Chinese Cultural Heritage Documents: Dataset and Solution
— 仅收割未摘要	2025-05-22	2505.16660	Can reasoning models comprehend mathematical problems in Chinese ancient texts? An empirical study based on data from Suanjing Shishu
— 仅收割未摘要	2025-06-01	2506.00854	EEG2TEXT-CN: An Exploratory Study of Open-Vocabulary Chinese Text-EEG Alignment via Large Language Model and Contrastive Learning on ChineseEEG
— 仅收割未摘要	2025-06-02	2506.01565	Hanfu-Bench: A Multimodal Benchmark on Cross-Temporal Cultural Understanding and Transcreation
— 仅收割未摘要	2025-06-17	2506.14104	Innovating China's Intangible Cultural Heritage with DeepSeek + MidJourney: The Case of Yangliuqing theme Woodblock Prints
— 仅收割未摘要	2025-06-26	2506.21101	OracleFusion: Assisting the Decipherment of Oracle Bone Script with Structurally Constrained Semantic Typography
— 仅收割未摘要	2025-07-01	2507.00992	UniGlyph: Unified Segmentation-Conditioned Diffusion for Precise Visual Text Synthesis
— 仅收割未摘要	2025-07-15	2507.10920	HanjaBridge: Resolving Semantic Ambiguity in Korean LLMs via Hanja-Augmented Pre-Training
— 仅收割未摘要	2025-07-24	2507.18741	KuiSCIMA v2.0: Improved Baselines, Calibration, and Cross-Notation Generalization for Historical Chinese Music Notations in Jiang Kui's Baishidaoren Gequ
— 仅收割未摘要	2025-08-12	2508.15791	InteChar: A Unified Oracle Bone Character List for Ancient Chinese Language Modeling
— 仅收割未摘要	2025-08-12	2508.14081	Toward Lifelong Learning in Equilibrium Propagation: Sleep-like and Awake Rehearsal for Enhanced Stability
— 仅收割未摘要	2025-08-26	2508.18641	Clustering-based Feature Representation Learning for Oracle Bone Inscriptions Detection
— 仅收割未摘要	2025-09-06	2509.05773	PictOBI-20k: Unveiling Large Multimodal Models in Visual Decipherment for Pictographic Oracle Bone Characters
— 仅收割未摘要	2025-09-20	2509.16632	DA-Font: Few-Shot Font Generation via Dual-Attention Hybrid Integration
— 仅收割未摘要	2025-09-23	2510.01230	Geometric Structures and Patterns of Meaning: A PHATE Manifold Analysis of Chinese Character Embeddings
— 仅收割未摘要	2025-09-24	2509.19760	Logics-Parsing Technical Report
— 仅收割未摘要	2025-10-03	2510.02730	Dale meets Langevin: A Multiplicative Denoising Diffusion Model
— 仅收割未摘要	2025-10-15	2510.13473	Towards Quantum Enhanced Adversarial Robustness with Rydberg Reservoir Learning
— 仅收割未摘要	2025-10-24	2510.21590	Restore Text First, Enhance Image Later: Two-Stage Scene Text Image Super-Resolution with Glyph Structure Guidance
— 仅收割未摘要	2025-10-28	2510.24541	Open Korean Historical Corpus: A Millennia-Scale Diachronic Collection of Public Domain Texts
— 仅收割未摘要	2025-10-29	2511.00076	Bridging Vision, Language, and Mathematics: Pictographic Character Reconstruction with Bézier Curves
— 仅收割未摘要	2025-10-30	2510.26114	OracleAgent: A Multimodal Reasoning Agent for Oracle Bone Script Research
— 仅收割未摘要	2025-11-03	2511.01274	PRevivor: Reviving Ancient Chinese Paintings using Prior-Guided Color Transformers
— 仅收割未摘要	2025-11-20	2511.16309	Sparse Autoencoders are Topic Models
— 仅收割未摘要	2025-11-27	2511.22064	DNA: Dual-branch Network with Adaptation for Open-Set Online Handwriting Generation
— 仅收割未摘要	2025-12-08	2512.07584	LongCat-Image Technical Report
— 仅收割未摘要	2025-12-17	2512.15556	An Empirical Study on Chinese Character Decomposition in Multiword Expression-Aware Neural Machine Translation
— 仅收割未摘要	2025-12-19	2512.17756	AncientBench: Towards Comprehensive Evaluation on Excavated and Transmitted Chinese Corpora
— 仅收割未摘要	2025-12-23	2512.20479	UTDesign: A Unified Framework for Stylized Text Editing and Generation in Graphic Design Images
— 仅收割未摘要	2025-12-29	2601.09732	Benchmarking Cross-Lingual Semantic Alignment in Multilingual Embeddings
— 仅收割未摘要	2026-01-02	2601.00535	FreeText: Training-Free Text Rendering in Diffusion Transformers via Attention Localization and Spectral Glyph Injection
— 仅收割未摘要	2026-01-31	2602.00464	A 30-item Test for Assessing Chinese Character Amnesia in Child Handwriters
— 仅收割未摘要	2026-02-02	2602.01717	BBPE16: UTF-16-based byte-level byte-pair encoding for improved multilingual speech recognition
— 仅收割未摘要	2026-02-02	2602.01533	Rotation-free Online Handwritten Character Recognition Using Linear Recurrent Units
— 仅收割未摘要	2026-02-15	2602.14081	CCiV: A Benchmark for Structure, Rhythm and Quality in LLM-Generated Chinese \textit{Ci} Poetry
— 仅收割未摘要	2026-02-17	2602.15819	VideoSketcher: Sequential Sketch Generation Using Video Model Priors
— 仅收割未摘要	2026-03-05	2603.05454	Beyond Scattered Acceptance: Fast and Coherent Inference for DLMs via Longest Stable Prefixes
— 仅收割未摘要	2026-03-06	2603.05898	InnoAds-Composer: Efficient Condition Composition for E-Commerce Poster Generation
— 仅收割未摘要	2026-03-08	2603.07521	SketchGraphNet: A Memory-Efficient Hybrid Graph Transformer for Large-Scale Sketch Corpora Recognition
— 仅收割未摘要	2026-03-12	2603.12482	CalliMaster: Mastering Page-level Chinese Calligraphy via Layout-guided Spatial Planning
— 仅收割未摘要	2026-03-24	2603.26768	Aesthetic Assessment of Chinese Handwritings Based on Vision Language Models
— 仅收割未摘要	2026-03-31	2603.29221	SiPaKosa: A Comprehensive Corpus of Canonical and Classical Buddhist Texts in Sinhala and Pali
— 仅收割未摘要	2026-04-08	2604.06711	Specializing Large Models for Oracle Bone Script Interpretation via Component-Grounded Multimodal Knowledge Augmentation
— 仅收割未摘要	2026-04-08	2604.06997	ChunQiuTR: Time-Keyed Temporal Retrieval in Classical Chinese Annals
— 仅收割未摘要	2026-04-11	2604.10101	Who Wrote This Line? Evaluating the Detection of LLM-Generated Classical Chinese Poetry
— 仅收割未摘要	2026-04-13	2604.11299	Enhancing Multimodal Large Language Models for Ancient Chinese Character Evolution Analysis via Glyph-Driven Fine-Tuning
— 仅收割未摘要	2026-04-14	2604.12865	From edges to meaning: Semantic line sketches as a cognitive scaffold for ancient pictograph invention
— 仅收割未摘要	2026-04-22	2604.20813	Adapting TrOCR for Printed Tigrinya Text Recognition: Word-Aware Loss Weighting for Cross-Script Transfer Learning
— 仅收割未摘要	2026-05-01	2605.08135	Dendritic Neural Networks with Equilibrium Propagation
— 仅收割未摘要	2026-05-07	2605.05865	InkDiffuser: High-Fidelity One-shot Chinese Calligraphy via Differentiable Morphological Optimization
— 仅收割未摘要	2026-05-29	2605.30947	Extending AI for Research to the Humanities: A Multi-Agent Framework for Evidence-Grounded Scholarship
— 仅收割未摘要	2026-06-03	2606.05261	NIV: Neural Axis Variations for Variable Font Generation
— 仅收割未摘要	2026-06-10	2606.12392	System Report for CCL25-Eval Task 5: New Dataset and LoRA-Fine-Tuned Qwen2.5
— 仅收割未摘要	2026-06-23	2606.25216	Homomorphic Encryptions for Privacy Preserving Vision
— 仅收割未摘要	2026-06-24	2606.25906	OracleAnalyser: Analysing Implicit Semantics of Oracle Bone Scripts through MLLMs with Post-training
— 仅收割未摘要	2026-06-30	2607.00057	Enhancing Oracle Bone Inscription Recognition via Multi-Scale Layer Attention
— 仅收割未摘要	2026-06-30	2606.31169	Beyond Single Character: Evaluating MLLMs for Sentence-Level Oracle Bone Inscription Understanding
— 仅收割未摘要	2026-07-03	2607.03422	Handwriting Trajectory Recovery with Diffusion Models
— 仅收割未摘要	2026-07-19	2607.17251	VecFontLLM: Anchor-Guided Direct Synthesis of Chinese Vector Fonts
— 仅收割未摘要	2026-07-20	2607.17849	AlphaOracle: Oracle bone script decipherment via human-workflow-inspired deep learning
— 仅收割未摘要	2026-07-22	2609.19154	Neo-Classic: A Benchmark for Evaluating Linguistic-Aesthetic Reasoning in Classical Chinese Poetry
— 仅收割未摘要	2026-07-30	2607.27595	Beyond Similarity: Grounded Agentic Extraction and Expert-Adjudicated Evaluation of Intertextuality in Classical Chinese Histories
— 仅收割未摘要	2026-08-01	2608.00829	GeminiPainter's sequence-formed pipeline comprised of perception, cognition, planning, and action stages
— 仅收割未摘要	2026-08-04	2608.03198	Bridging Online and Offline Handwriting via Differentiable Physical Rendering
— 仅收割未摘要	2026-08-11	2608.11452	TangPoetryBench: A Multi-Dimensional Benchmark and Rubric-Conditioned Evaluator for Poetry-to-Image Generation
— 仅收割未摘要	2026-08-12	2608.11741	JieZi: A Large-Scale Expert-Audited Dataset and Benchmark for Ancient Chinese Character Exegesis
— 仅收割未摘要	2026-08-14	2608.14136	HiCo-GS: Hierarchical Context Aggregation and Geometric Consistency for Octree Gaussian Splatting
— 仅收割未摘要	2026-08-15	2608.15229	Zipf's Law of Abbreviation in a Logographic Script: Coding-Theoretic Bounds on Chinese Character Stroke Counts
— 仅收割未摘要	2026-08-16	2608.15812	From Generation to Matching: A Development Report on Personalized Chinese Handwriting
— 仅收割未摘要	2026-09-02	2609.02251	Handwriting Trajectory Recovery via Autoregressive Ordered Stroke Instance Prediction
— 仅收割未摘要	2026-09-04	2609.05139	NS-ST-GraphRAG: Neuro-Symbolic Spatio-Temporal GraphRAG for Literary Knowledge Processing
— 仅收割未摘要	2026-09-07	2609.07029	LoGAN: Multilingual Font Localization with Generative Agents
— 仅收割未摘要	2026-09-15	2609.17227	FROD: Feature Matching Residual Denoising Oracle Bone Decipher
