old_id	new_id	action	char	cov
vol01:147:1:14	vol01:147:1:15	rekey	徵	0.9995
vol01:147:1:15	vol01:147:1:16	rekey	實	0.9994
vol01:147:1:16	vol01:147:1:17	rekey	而	0.9995
vol01:147:1:17	vol01:147:1:18	rekey	難	0.9996
vol01:147:1:18	vol01:147:1:19	rekey	巧	0.9995
vol01:147:1:19	vol01:147:1:20	rekey	儒	0.9994
vol01:147:1:20	vol01:147:1:21	rekey	者	0.9995
vol01:147:1:3	vol01:147:1:4	rekey	劉	0.9995
vol01:147:1:5	vol01:147:1:6	rekey	有	0.9993
vol01:147:1:6	vol01:147:1:7	rekey	言	0.9995
vol01:147:1:7	vol01:147:1:8	rekey	意	0.9995
vol01:147:1:8	vol01:147:1:9	rekey	翻	0.9995
vol01:147:2:9	vol01:147:2:10	rekey	然	0.9996
vol01:147:2:10	vol01:147:2:11	rekey	故	0.9997
vol01:147:2:11	vol01:147:2:12	rekey	說	0.9997
vol01:147:2:12	vol01:147:2:13	rekey	經	0.9994
vol01:147:2:13	vol01:147:2:14	rekey	主	0.9997
vol01:147:2:14	vol01:147:2:15	rekey	於	0.9997
vol01:147:2:15	vol01:147:2:16	rekey	明	0.9997
vol01:147:2:16	vol01:147:2:17	rekey	義	0.9995
vol01:147:2:17	vol01:147:2:18	rekey	理	0.9995
vol01:147:2:18	vol01:147:2:19	rekey	然	0.9995
vol01:147:2:19	vol01:147:2:20	rekey	不	0.9997
vol01:147:2:20	vol01:147:2:21	rekey	得	0.9996
vol01:147:2:2	vol01:147:2:3	rekey	說	0.9997
vol01:147:2:3	vol01:147:2:4	rekey	經	0.9993
vol01:147:2:4	vol01:147:2:5	rekey	論	0.9995
vol01:147:2:5	vol01:147:2:6	rekey	史	0.9995
vol01:147:2:6	vol01:147:2:7	rekey	其	0.9997
vol01:147:2:7	vol01:147:2:8	rekey	理	0.9996
vol01:147:2:8	vol01:147:2:9	rekey	亦	0.9995
vol01:147:3:9	vol01:147:3:10	rekey	義	0.9996
vol01:147:3:10	vol01:147:3:11	rekey	理	0.9997
vol01:147:3:11	vol01:147:3:12	rekey	何	0.9997
vol01:147:3:12	vol01:147:3:13	rekey	自	0.9996
vol01:147:3:13	vol01:147:3:14	rekey	而	0.9996
vol01:147:3:14	vol01:147:3:15	rekey	推	0.9995
vol01:147:3:15	vol01:147:3:16	rekey	論	0.9994
vol01:147:3:16	vol01:147:3:17	rekey	史	0.9996
vol01:147:3:17	vol01:147:3:18	rekey	主	0.9997
vol01:147:3:18	vol01:147:3:19	rekey	於	0.9996
vol01:147:3:19	vol01:147:3:20	rekey	示	0.9993
vol01:147:3:20	vol01:147:3:21	rekey	褒	0.9994
vol01:147:3:2	vol01:147:3:3	rekey	其	0.9994
vol01:147:3:3	vol01:147:3:4	rekey	文	0.9998
vol01:147:3:4	vol01:147:3:5	rekey	字	0.9994
vol01:147:3:5	vol01:147:3:6	rekey	之	0.9997
vol01:147:3:6	vol01:147:3:7	rekey	訓	0.9994
vol01:147:3:7	vol01:147:3:8	rekey	詁	0.9995
vol01:147:3:8	vol01:147:3:9	rekey	則	0.9996
vol01:147:4:9	vol01:147:4:10	rekey	之	0.9997
vol01:147:4:10	vol01:147:4:11	rekey	本	0.9995
vol01:147:4:11	vol01:147:4:12	rekey	末	0.9997
vol01:147:4:12	vol01:147:4:13	rekey	則	0.9995
vol01:147:4:13	vol01:147:4:14	rekey	褒	0.9995
vol01:147:4:14	vol01:147:4:15	rekey	貶	0.9995
vol01:147:4:15	vol01:147:4:16	rekey	何	0.9997
vol01:147:4:16	vol01:147:4:17	rekey	據	0.9996
vol01:147:4:17	vol01:147:4:18	rekey	而	0.9996
vol01:147:4:18	vol01:147:4:19	rekey	定	0.9996
vol01:147:4:19	vol01:147:4:20	rekey	如	0.9996
vol01:147:4:20	vol01:147:4:21	rekey	成	0.9995
vol01:147:4:2	vol01:147:4:3	rekey	貶	0.9998
vol01:147:4:3	vol01:147:4:4	rekey	然	0.9994
vol01:147:4:4	vol01:147:4:5	rekey	不	0.9998
vol01:147:4:5	vol01:147:4:6	rekey	得	0.9996
vol01:147:4:6	vol01:147:4:7	rekey	其	0.9996
vol01:147:4:7	vol01:147:4:8	rekey	事	0.9997
vol01:147:4:8	vol01:147:4:9	rekey	迹	0.9993
vol01:147:5:9	vol01:147:5:10	rekey	明	0.9995
vol01:147:5:10	vol01:147:5:11	rekey	載	0.9996
vol01:147:5:11	vol01:147:5:12	rekey	左	0.9995
vol01:147:5:12	vol01:147:5:13	rekey	傳	0.9995
vol01:147:5:13	vol01:147:5:14	rekey	而	0.9996
vol01:147:5:14	vol01:147:5:15	rekey	趙	0.9995
vol01:147:5:15	vol01:147:5:16	rekey	鵬	0.9994
vol01:147:5:16	vol01:147:5:17	rekey	飛	0.9994
vol01:147:5:17	vol01:147:5:18	rekey	春	0.9994
vol01:147:5:18	vol01:147:5:19	rekey	秋	0.9992
vol01:147:5:19	vol01:147:5:20	rekey	經	0.9995
vol01:147:5:20	vol01:147:5:21	rekey	筌	0.9996
vol01:147:5:2	vol01:147:5:3	rekey	風	0.9995
vol01:147:5:3	vol01:147:5:4	rekey	爲	0.9995
vol01:147:5:6	vol01:147:5:7	rekey	公	0.9998
vol01:147:5:7	vol01:147:5:8	rekey	之	0.9997
vol01:147:5:8	vol01:147:5:9	rekey	母	0.9994
vol01:147:6:9	vol01:147:6:10	rekey	妾	0.9993
vol01:147:6:10	vol01:147:6:11	rekey	爲	0.9997
vol01:147:6:11	vol01:147:6:12	rekey	僖	0.9993
vol01:147:6:12	vol01:147:6:13	rekey	公	0.9997
vol01:147:6:13	vol01:147:6:14	rekey	之	0.9997
vol01:147:6:14	vol01:147:6:15	rekey	妾	0.9996
vol01:147:6:15	vol01:147:6:16	rekey	是	0.9993
vol01:147:6:16	vol01:147:6:17	rekey	不	0.9997
vol01:147:6:17	vol01:147:6:18	rekey	知	0.9996
vol01:147:6:18	vol01:147:6:19	rekey	其	0.9994
vol01:147:6:19	vol01:147:6:20	rekey	人	0.9997
vol01:147:6:20	vol01:147:6:21	rekey	之	0.9998
vol01:147:6:2	vol01:147:6:3	rekey	謂	0.9992
vol01:147:6:3	vol01:147:6:4	rekey	不	0.9998
vol01:147:6:4	vol01:147:6:5	rekey	知	0.9995
vol01:147:6:5	vol01:147:6:6	rekey	爲	0.9995
vol01:147:6:6	vol01:147:6:7	rekey	莊	0.9995
vol01:147:6:7	vol01:147:6:8	rekey	公	0.9996
vol01:147:6:8	vol01:147:6:9	rekey	之	0.9997
vol01:147:7:9	vol01:147:7:10	rekey	得	0.9995
vol01:147:7:10	vol01:147:7:11	rekey	失	0.9996
vol01:147:7:11	vol01:147:7:12	rekey	乎	0.9994
vol01:147:7:12	vol01:147:7:13	rekey	劉	0.9993
vol01:147:7:13	vol01:147:7:14	rekey	子	0.9993
vol01:147:7:14	vol01:147:7:15	rekey	翼	0.9995
vol01:147:7:16	vol01:147:7:17	rekey	唐	0.9996
vol01:147:7:17	vol01:147:7:18	rekey	爲	0.9997
vol01:147:7:18	vol01:147:7:19	rekey	著	0.9997
vol01:147:7:19	vol01:147:7:20	rekey	作	0.9996
vol01:147:7:20	vol01:147:7:21	rekey	郎	0.9997
vol01:147:7:2	vol01:147:7:3	rekey	名	0.9995
vol01:147:7:3	vol01:147:7:4	rekey	分	0.9995
vol01:147:7:4	vol01:147:7:5	rekey	可	0.9997
vol01:147:7:5	vol01:147:7:6	rekey	定	0.9995
vol01:147:7:6	vol01:147:7:7	rekey	其	0.9996
vol01:147:7:7	vol01:147:7:8	rekey	禮	0.9996
vol01:147:7:8	vol01:147:7:9	rekey	之	0.9997
vol01:147:8:9	vol01:147:8:10	rekey	載	0.9996
vol01:147:8:10	vol01:147:8:11	rekey	唐	0.9998
vol01:147:8:11	vol01:147:8:12	rekey	書	0.9992
vol01:147:8:12	vol01:147:8:13	rekey	劉	0.9994
vol01:147:8:13	vol01:147:8:14	rekey	禕	0.9993
vol01:147:8:14	vol01:147:8:15	rekey	之	0.9998
vol01:147:8:15	vol01:147:8:16	rekey	傳	0.9996
vol01:147:8:16	vol01:147:8:17	rekey	而	0.9997
vol01:147:8:17	vol01:147:8:18	rekey	朱	0.9997
vol01:147:8:18	vol01:147:8:19	rekey	子	0.9996
vol01:147:8:19	vol01:147:8:20	rekey	通	0.9997
vol01:147:8:20	vol01:147:8:21	rekey	鑑	0.9996
vol01:147:8:2	vol01:147:8:3	rekey	宏	0.9997
vol01:147:8:3	vol01:147:8:4	rekey	文	0.9996
vol01:147:8:4	vol01:147:8:5	rekey	館	0.9996
vol01:147:8:5	vol01:147:8:6	rekey	直	0.9997
vol01:147:8:6	vol01:147:8:7	rekey	學	0.9995
vol01:147:8:7	vol01:147:8:8	rekey	士	0.9997
vol01:147:8:8	vol01:147:8:9	rekey	明	0.9997
vol01:147:9:9	vol01:147:9:10	rekey	徵	0.9994
vol01:147:9:10	vol01:147:9:11	rekey	隋	0.9997
vol01:147:9:11	vol01:147:9:12	rekey	秘	0.9994
vol01:147:9:12	vol01:147:9:13	rekey	書	0.9993
vol01:147:9:13	vol01:147:9:14	rekey	劉	0.9996
vol01:147:9:14	vol01:147:9:15	rekey	子	0.9995
vol01:147:9:15	vol01:147:9:16	rekey	翼	0.9996
vol01:147:9:16	vol01:147:9:17	rekey	不	0.9998
vol01:147:9:17	vol01:147:9:18	rekey	至	0.9995
vol01:147:9:18	vol01:147:9:19	rekey	尹	0.9994
vol01:147:9:19	vol01:147:9:20	rekey	起	0.9996
vol01:147:9:20	vol01:147:9:21	rekey	莘	0.9974
vol01:147:9:2	vol01:147:9:3	rekey	綱	0.9997
vol01:147:9:3	vol01:147:9:4	rekey	目	0.9997
vol01:147:9:4	vol01:147:9:5	rekey	書	0.9994
vol01:147:9:5	vol01:147:9:6	rekey	貞	0.9996
vol01:147:9:6	vol01:147:9:7	rekey	觀	0.9994
vol01:147:9:7	vol01:147:9:8	rekey	元	0.9998
vol01:147:9:8	vol01:147:9:9	rekey	年	0.9994
vol01:148:1:9	vol01:148:1:10	rekey	以	0.9996
vol01:148:1:10	vol01:148:1:11	rekey	美	0.9994
vol01:148:1:11	vol01:148:1:12	rekey	之	0.9996
vol01:148:1:12	vol01:148:1:13	rekey	與	0.9997
vol01:148:1:13	vol01:148:1:14	rekey	陶	0.9995
vol01:148:1:14	vol01:148:1:15	rekey	潛	0.9995
vol01:148:1:15	vol01:148:1:16	rekey	稱	0.9995
vol01:148:1:16	vol01:148:1:17	rekey	晉	0.9992
vol01:148:1:17	vol01:148:1:18	rekey	一	1.0
vol01:148:1:18	vol01:148:1:19	rekey	例	0.9996
vol01:148:1:19	vol01:148:1:20	rekey	是	0.9996
vol01:148:1:20	vol01:148:1:21	rekey	未	0.9997
vol01:148:1:2	vol01:148:1:3	rekey	發	0.9993
vol01:148:1:3	vol01:148:1:4	rekey	明	0.9996
vol01:148:1:4	vol01:148:1:5	rekey	稱	0.9992
vol01:148:1:5	vol01:148:1:6	rekey	特	0.9992
vol01:148:1:6	vol01:148:1:7	rekey	書	0.9995
vol01:148:1:7	vol01:148:1:8	rekey	隋	0.9995
vol01:148:1:8	vol01:148:1:9	rekey	官	0.9993
vol01:148:2:9	vol01:148:2:10	rekey	定	0.9997
vol01:148:2:10	vol01:148:2:11	rekey	其	0.9995
vol01:148:2:11	vol01:148:2:12	rekey	品	0.9994
vol01:148:2:12	vol01:148:2:13	rekey	之	0.9997
vol01:148:2:13	vol01:148:2:14	rekey	賢	0.9995
vol01:148:2:14	vol01:148:2:15	rekey	否	0.9997
vol01:148:2:15	vol01:148:2:16	rekey	乎	0.9997
vol01:148:2:16	vol01:148:2:17	rekey	今	0.9996
vol01:148:2:17	vol01:148:2:18	rekey	所	0.9995
vol01:148:2:18	vol01:148:2:19	rekey	錄	0.9993
vol01:148:2:19	vol01:148:2:20	rekey	者	0.9999
vol01:148:2:2	vol01:148:2:3	rekey	知	0.9994
vol01:148:2:3	vol01:148:2:4	rekey	其	0.9995
vol01:148:2:4	vol01:148:2:5	rekey	人	0.9998
vol01:148:2:5	vol01:148:2:6	rekey	之	0.9997
vol01:148:2:6	vol01:148:2:7	rekey	始	0.9994
vol01:148:2:7	vol01:148:2:8	rekey	終	0.9994
vol01:148:2:8	vol01:148:2:9	rekey	可	0.9994
vol01:148:3:9	vol01:148:3:10	rekey	明	0.9997
vol01:148:3:10	vol01:148:3:11	rekey	確	0.9994
vol01:148:3:11	vol01:148:3:12	rekey	爲	0.9996
vol01:148:3:12	vol01:148:3:13	rekey	主	0.9995
vol01:148:3:13	vol01:148:3:14	rekey	庶	0.9994
vol01:148:3:14	vol01:148:3:15	rekey	幾	0.9994
vol01:148:3:15	vol01:148:3:16	rekey	可	0.9994
vol01:148:3:16	vol01:148:3:17	rekey	謝	0.9996
vol01:148:3:17	vol01:148:3:18	rekey	彼	0.9996
vol01:148:3:18	vol01:148:3:19	rekey	虛	0.9995
vol01:148:3:19	vol01:148:3:20	rekey	談	0.9994
vol01:148:3:20	vol01:148:3:21	rekey	敦	0.9995
vol01:148:3:2	vol01:148:3:3	rekey	以	0.9996
vol01:148:3:3	vol01:148:3:4	rekey	考	0.9994
vol01:148:3:4	vol01:148:3:5	rekey	證	0.9997
vol01:148:3:5	vol01:148:3:6	rekey	精	0.9992
vol01:148:3:6	vol01:148:3:7	rekey	核	0.9994
vol01:148:3:7	vol01:148:3:8	rekey	論	0.9994
vol01:148:3:8	vol01:148:3:9	rekey	辨	0.9994
vol01:148:4:2	vol01:148:4:3	rekey	兹	0.9995
vol01:148:4:3	vol01:148:4:4	rekey	實	0.9994
vol01:148:4:4	vol01:148:4:5	rekey	學	0.9996
vol01:148:5:9	vol01:148:5:10	rekey	增	0.9994
vol01:148:5:10	vol01:148:5:11	rekey	新	0.9993
vol01:148:5:11	vol01:148:5:12	rekey	古	0.9996
vol01:148:5:12	vol01:148:5:13	rekey	來	0.9994
vol01:148:5:13	vol01:148:5:14	rekey	有	0.9993
vol01:148:5:14	vol01:148:5:15	rekey	是	0.9995
vol01:148:5:15	vol01:148:5:16	rekey	一	1.0
vol01:148:5:16	vol01:148:5:17	rekey	家	0.9995
vol01:148:5:17	vol01:148:5:18	rekey	即	0.9995
vol01:148:5:19	vol01:148:5:20	rekey	立	0.9996
vol01:148:5:20	vol01:148:5:21	rekey	是	0.9996
vol01:148:5:3	vol01:148:5:4	rekey	文	0.9996
vol01:148:5:4	vol01:148:5:5	rekey	章	0.9995
vol01:148:5:5	vol01:148:5:6	rekey	流	0.9999
vol01:148:5:6	vol01:148:5:7	rekey	別	0.9997
vol01:148:5:7	vol01:148:5:8	rekey	歷	0.9992
vol01:148:6:9	vol01:148:6:10	rekey	體	0.9995
vol01:148:6:10	vol01:148:6:11	rekey	即	0.9994
vol01:148:6:12	vol01:148:6:13	rekey	備	0.9993
vol01:148:6:13	vol01:148:6:14	rekey	是	0.9993
vol01:148:6:14	vol01:148:6:15	rekey	一	1.0
vol01:148:6:15	vol01:148:6:16	rekey	格	0.9995
vol01:148:6:16	vol01:148:6:17	rekey	斯	0.9996
vol01:148:6:17	vol01:148:6:18	rekey	協	0.9994
vol01:148:6:18	vol01:148:6:19	rekey	於	0.9993
vol01:148:6:19	vol01:148:6:20	rekey	全	0.9993
vol01:148:6:20	vol01:148:6:21	rekey	書	0.9996
vol01:148:6:3	vol01:148:6:4	rekey	類	0.9995
vol01:148:6:4	vol01:148:6:5	rekey	作	0.9996
vol01:148:6:5	vol01:148:6:6	rekey	者	0.9996
vol01:148:6:6	vol01:148:6:7	rekey	有	0.9997
vol01:148:6:7	vol01:148:6:8	rekey	是	0.9995
vol01:148:6:8	vol01:148:6:9	rekey	一	1.0
vol01:148:7:9	vol01:148:7:10	rekey	詞	0.9994
vol01:148:7:10	vol01:148:7:11	rekey	曲	0.9996
vol01:148:7:11	vol01:148:7:12	rekey	末	0.9995
vol01:148:7:12	vol01:148:7:13	rekey	技	0.9992
vol01:148:7:13	vol01:148:7:14	rekey	咸	0.9994
vol01:148:7:14	vol01:148:7:15	rekey	登	0.9994
vol01:148:7:15	vol01:148:7:16	rekey	簡	0.9995
vol01:148:7:17	vol01:148:7:18	rekey	不	0.9997
vol01:148:7:20	vol01:148:7:21	rekey	羅	0.9995
vol01:148:7:2	vol01:148:7:3	rekey	之	0.9997
vol01:148:7:3	vol01:148:7:4	rekey	名	0.9996
vol01:148:7:4	vol01:148:7:5	rekey	故	0.9993
vol01:148:7:5	vol01:148:7:6	rekey	釋	0.9991
vol01:148:7:6	vol01:148:7:7	rekey	道	0.9995
vol01:148:7:7	vol01:148:7:8	rekey	外	0.9996
vol01:148:7:8	vol01:148:7:9	rekey	教	0.9994
vol01:148:8:9	vol01:148:8:10	rekey	其	0.9996
vol01:148:8:10	vol01:148:8:11	rekey	可	0.9996
vol01:148:8:11	vol01:148:8:12	rekey	資	0.9995
vol01:148:8:12	vol01:148:8:13	rekey	考	0.9994
vol01:148:8:13	vol01:148:8:14	rekey	證	0.9995
vol01:148:8:14	vol01:148:8:15	rekey	者	0.9997
vol01:148:8:15	vol01:148:8:16	rekey	其	0.9995
vol01:148:8:16	vol01:148:8:17	rekey	經	0.9994
vol01:148:8:17	vol01:148:8:18	rekey	懴	0.9994
vol01:148:8:18	vol01:148:8:19	rekey	章	0.9994
vol01:148:8:19	vol01:148:8:20	rekey	咒	0.9997
vol01:148:8:20	vol01:148:8:21	rekey	並	0.9997
vol01:148:8:2	vol01:148:8:3	rekey	然	0.9993
vol01:148:8:3	vol01:148:8:4	rekey	二	0.9998
vol01:148:8:4	vol01:148:8:5	rekey	氏	0.9994
vol01:148:8:5	vol01:148:8:6	rekey	之	0.9997
vol01:148:8:6	vol01:148:8:7	rekey	書	0.9993
vol01:148:8:7	vol01:148:8:8	rekey	必	0.9995
vol01:148:8:8	vol01:148:8:9	rekey	擇	0.9994
vol01:148:9:3	vol01:148:9:4	rekey	遵	0.9994
vol01:149:1:9	vol01:149:1:10	rekey	表	0.9994
vol01:149:1:10	vol01:149:1:11	rekey	青	0.9993
vol01:149:1:12	vol01:149:1:13	rekey	亦	0.9977
vol01:149:1:14	vol01:149:1:15	rekey	從	0.9995
vol01:149:1:16	vol01:149:1:17	rekey	削	0.9996
vol01:149:1:17	vol01:149:1:18	rekey	其	0.9993
vol01:149:1:1	vol01:149:1:2	rekey	㫖	0.9996
vol01:149:1:19	vol01:149:1:20	rekey	聲	0.9995
vol01:149:1:2	vol01:149:1:3	rekey	一	0.9999
vol01:149:1:3	vol01:149:1:4	rekey	字	0.9996
vol01:149:1:4	vol01:149:1:5	rekey	不	0.9997
vol01:149:1:6	vol01:149:1:7	rekey	宋	0.9995
vol01:149:1:8	vol01:149:1:9	rekey	朱	0.9996
vol01:149:2:9	vol01:149:2:10	rekey	之	0.9997
vol01:149:2:10	vol01:149:2:11	rekey	金	0.9967
vol01:149:2:14	vol01:149:2:15	rekey	張	0.9995
vol01:149:2:15	vol01:149:2:16	rekey	可	0.9994
vol01:149:2:17	vol01:149:2:18	rekey	之	0.9995
vol01:149:2:18	vol01:149:2:19	rekey	小	0.9997
vol01:149:2:19	vol01:149:2:20	rekey	山	0.9997
vol01:149:2:4	vol01:149:2:5	rekey	作	0.9996
vol01:149:2:5	vol01:149:2:6	rekey	如	0.9996
vol01:149:2:6	vol01:149:2:7	rekey	石	0.9994
vol01:149:3:10	vol01:149:3:11	rekey	本	0.9996
vol01:149:3:12	vol01:149:3:13	rekey	爲	0.9995
vol01:149:3:13	vol01:149:3:14	rekey	錄	0.9996
vol01:149:3:16	vol01:149:3:17	rekey	蒙	0.9993
vol01:149:3:3	vol01:149:3:4	rekey	臣	0.9993
vol01:149:3:5	vol01:149:3:6	rekey	初	0.9994
vol01:149:3:6	vol01:149:3:7	rekey	以	0.9992
vol01:149:3:7	vol01:149:3:8	rekey	相	0.9987
vol01:149:4:0	vol01:149:4:1	rekey	皇	0.9995
vol01:149:4:9	vol01:149:4:10	rekey	見	0.9995
vol01:149:4:1	vol01:149:4:2	rekey	上	0.9998
vol01:149:4:2	vol01:149:4:3	rekey	指	0.9994
vol01:149:4:3	vol01:149:4:4	rekey	示	0.9994
vol01:149:4:4	vol01:149:4:5	rekey	命	0.9994
vol01:149:5:10	vol01:149:5:11	rekey	籍	0.9995
vol01:149:5:11	vol01:149:5:12	rekey	之	0.9996
vol01:149:5:12	vol01:149:5:13	rekey	至	0.9994
vol01:149:5:14	vol01:149:5:15	rekey	是	0.9997
vol01:149:5:15	vol01:149:5:16	rekey	以	0.9991
vol01:149:5:17	vol01:149:5:18	rekey	輯	0.9993
vol01:149:5:18	vol01:149:5:19	rekey	雖	0.9995
vol01:149:5:1	vol01:149:5:2	rekey	聖	0.9996
vol01:149:5:4	vol01:149:5:5	rekey	崇	0.9994
vol01:149:5:5	vol01:149:5:6	rekey	風	0.9983
vol01:149:6:9	vol01:149:6:10	rekey	敢	0.9995
vol01:149:6:10	vol01:149:6:11	rekey	不	0.9997
vol01:149:6:2	vol01:149:6:3	rekey	謹	0.9993
vol01:149:6:5	vol01:149:6:6	rekey	墨	0.9994
vol01:149:6:6	vol01:149:6:7	rekey	去	0.9995
vol01:149:6:7	vol01:149:6:8	rekey	取	0.9995
vol01:149:6:8	vol01:149:6:9	rekey	不	0.9998
vol01:149:7:9	vol01:149:7:10	rekey	明	0.9996
vol01:149:7:10	vol01:149:7:11	rekey	體	0.9994
vol01:149:7:11	vol01:149:7:12	rekey	以	0.9997
vol01:149:7:13	vol01:149:7:14	rekey	用	0.9996
vol01:149:7:14	vol01:149:7:15	rekey	凡	0.9994
vol01:149:7:15	vol01:149:7:16	rekey	不	0.9996
vol01:149:7:16	vol01:149:7:17	rekey	可	0.9993
vol01:149:7:17	vol01:149:7:18	rekey	見	0.9993
vol01:149:7:5	vol01:149:7:6	rekey	之	0.9996
vol01:149:7:6	vol01:149:7:7	rekey	學	0.9997
vol01:149:7:8	vol01:149:7:9	rekey	於	0.9994
vol01:149:8:9	vol01:149:8:10	rekey	著	0.9994
vol01:149:8:10	vol01:149:8:11	rekey	書	0.9994
vol01:149:8:11	vol01:149:8:12	rekey	務	0.9995
vol01:149:8:12	vol01:149:8:13	rekey	爲	0.9995
vol01:149:8:13	vol01:149:8:14	rekey	高	0.9994
vol01:149:8:16	vol01:149:8:17	rekey	陽	0.9995
vol01:149:8:18	vol01:149:8:19	rekey	極	0.9995
vol01:149:8:2	vol01:149:8:3	rekey	者	0.9994
vol01:149:8:3	vol01:149:8:4	rekey	皆	0.9994
vol01:149:8:4	vol01:149:8:5	rekey	屬	0.9993
vol01:149:8:6	vol01:149:8:7	rekey	言	0.9993
vol01:149:8:8	vol01:149:8:9	rekey	生	0.9993
vol01:149:9:11	vol01:149:9:12	rekey	至	0.9994
vol01:149:9:12	vol01:149:9:13	rekey	於	0.9994
vol01:149:9:14	vol01:149:9:15	rekey	九	0.9995
vol01:149:9:16	vol01:149:9:17	rekey	則	0.9996
vol01:149:9:17	vol01:149:9:18	rekey	欲	0.9995
vol01:149:9:18	vol01:149:9:19	rekey	修	0.9995
vol01:149:9:19	vol01:149:9:20	rekey	禹	0.9996
vol01:149:9:3	vol01:149:9:4	rekey	篇	0.9994
vol01:149:9:4	vol01:149:9:5	rekey	斯	0.9994
vol01:149:9:6	vol01:149:9:7	rekey	不	0.9996
vol01:149:9:7	vol01:149:9:8	rekey	切	0.9995
vol01:14:1:9	vol01:14:1:10	rekey	各	0.9996
vol01:14:1:10	vol01:14:1:11	rekey	家	0.9998
vol01:14:1:11	vol01:14:1:12	rekey	進	0.9997
vol01:14:1:12	vol01:14:1:13	rekey	到	0.9997
vol01:14:1:13	vol01:14:1:14	rekey	之	0.9996
vol01:14:1:14	vol01:14:1:15	rekey	書	0.9996
vol01:14:1:15	vol01:14:1:16	rekey	俟	0.9997
vol01:14:1:16	vol01:14:1:17	rekey	校	0.9992
vol01:14:1:17	vol01:14:1:18	rekey	辦	0.9995
vol01:14:1:18	vol01:14:1:19	rekey	完	0.9996
vol01:14:1:1	vol01:14:1:2	rekey	允	0.9997
vol01:14:1:19	vol01:14:1:20	rekey	竣	0.9996
vol01:14:1:20	vol01:14:1:21	rekey	日	0.9999
vol01:14:1:2	vol01:14:1:3	rekey	朕	0.9995
vol01:14:1:3	vol01:14:1:4	rekey	豈	0.9995
vol01:14:1:4	vol01:14:1:5	rekey	肯	0.9996
vol01:14:1:5	vol01:14:1:6	rekey	爲	0.9996
vol01:14:1:6	vol01:14:1:7	rekey	之	0.9998
vol01:14:1:7	vol01:14:1:8	rekey	所	0.9994
vol01:14:1:8	vol01:14:1:9	rekey	有	0.9995
vol01:14:2:9	vol01:14:2:10	rekey	但	0.9996
vol01:14:2:10	vol01:14:2:11	rekey	現	0.9996
vol01:14:2:11	vol01:14:2:12	rekey	在	0.9996
vol01:14:2:12	vol01:14:2:13	rekey	各	0.9994
vol01:14:2:13	vol01:14:2:14	rekey	省	0.9994
vol01:14:2:14	vol01:14:2:15	rekey	所	0.9996
vol01:14:2:15	vol01:14:2:16	rekey	進	0.9996
vol01:14:2:16	vol01:14:2:17	rekey	書	0.9995
vol01:14:2:17	vol01:14:2:18	rekey	籍	0.9994
vol01:14:2:18	vol01:14:2:19	rekey	巳	0.9996
vol01:14:2:1	vol01:14:2:2	rekey	仍	0.9997
vol01:14:2:19	vol01:14:2:20	rekey	屬	0.9996
vol01:14:2:20	vol01:14:2:21	rekey	不	0.9998
vol01:14:2:2	vol01:14:2:3	rekey	行	0.9996
vol01:14:2:3	vol01:14:2:4	rekey	給	0.9996
vol01:14:2:4	vol01:14:2:5	rekey	還	0.9997
vol01:14:2:5	vol01:14:2:6	rekey	原	0.9995
vol01:14:2:6	vol01:14:2:7	rekey	獻	0.9991
vol01:14:2:7	vol01:14:2:8	rekey	之	0.9996
vol01:14:2:8	vol01:14:2:9	rekey	家	0.9997
vol01:14:3:9	vol01:14:3:10	rekey	多	0.9996
vol01:14:3:10	vol01:14:3:11	rekey	其	0.9997
vol01:14:3:11	vol01:14:3:12	rekey	如	0.9997
vol01:14:3:12	vol01:14:3:13	rekey	何	0.9996
vol01:14:3:13	vol01:14:3:14	rekey	分	0.9995
vol01:14:3:14	vol01:14:3:15	rekey	别	0.9999
vol01:14:3:15	vol01:14:3:16	rekey	標	0.9994
vol01:14:3:16	vol01:14:3:17	rekey	記	0.9996
vol01:14:3:17	vol01:14:3:18	rekey	俾	0.9995
vol01:14:3:18	vol01:14:3:19	rekey	還	0.9996
vol01:14:3:1	vol01:14:3:2	rekey	少	0.9998
vol01:14:3:19	vol01:14:3:20	rekey	本	0.9997
vol01:14:3:20	vol01:14:3:21	rekey	人	0.9997
vol01:14:3:2	vol01:14:3:3	rekey	嗣	0.9994
vol01:14:3:3	vol01:14:3:4	rekey	後	0.9998
vol01:14:3:4	vol01:14:3:5	rekey	自	0.9998
vol01:14:3:5	vol01:14:3:6	rekey	必	0.9998
vol01:14:3:6	vol01:14:3:7	rekey	陸	0.9996
vol01:14:3:7	vol01:14:3:8	rekey	續	0.9994
vol01:14:3:8	vol01:14:3:9	rekey	加	0.9994
vol01:14:4:9	vol01:14:4:10	rekey	著	0.9995
vol01:14:4:10	vol01:14:4:11	rekey	該	0.9995
vol01:14:4:11	vol01:14:4:12	rekey	總	0.9994
vol01:14:4:12	vol01:14:4:13	rekey	裁	0.9997
vol01:14:4:13	vol01:14:4:14	rekey	等	0.9997
vol01:14:4:14	vol01:14:4:15	rekey	妥	0.9995
vol01:14:4:15	vol01:14:4:16	rekey	議	0.9996
vol01:14:4:16	vol01:14:4:17	rekey	具	0.9995
vol01:14:4:17	vol01:14:4:18	rekey	奏	0.9997
